"";"round";"good";"seller";"buyer";"price";"quantity"
"1";0;"labor";"household_0";"firm_0";1;1
"2";0;"consumption_good";"firm_1";"household_1";1;1
"3";0;"consumption_good";"firm_1";"household_0";1;1
"4";0;"labor";"household_1";"firm_1";1;1
"5";1;"intermediate_good";"firm_0";"firm_1";1;1
"6";1;"labor";"household_0";"firm_0";1;1
"7";1;"consumption_good";"firm_1";"household_1";1;1
"8";1;"consumption_good";"firm_1";"household_0";1;1
"9";1;"labor";"household_1";"firm_1";1;1
"10";2;"labor";"household_0";"firm_0";1;1
"11";2;"intermediate_good";"firm_0";"firm_1";1;1
"12";2;"consumption_good";"firm_1";"household_1";1;1
"13";2;"consumption_good";"firm_1";"household_0";1;1
"14";2;"labor";"household_1";"firm_1";1;1
"15";3;"intermediate_good";"firm_0";"firm_1";1;1
"16";3;"labor";"household_1";"firm_1";1;1
"17";3;"labor";"household_0";"firm_0";1;1
"18";3;"consumption_good";"firm_1";"household_1";1;1
"19";3;"consumption_good";"firm_1";"household_0";1;1
"20";4;"consumption_good";"firm_1";"household_1";1;1
"21";4;"consumption_good";"firm_1";"household_0";1;1
"22";4;"intermediate_good";"firm_0";"firm_1";1;1
"23";4;"labor";"household_0";"firm_0";1;1
"24";4;"labor";"household_1";"firm_1";1;1
"25";5;"labor";"household_1";"firm_1";1;1
"26";5;"consumption_good";"firm_1";"household_1";1;1
"27";5;"consumption_good";"firm_1";"household_0";1;1
"28";5;"intermediate_good";"firm_0";"firm_1";1;1
"29";5;"labor";"household_0";"firm_0";1;1
"30";6;"intermediate_good";"firm_0";"firm_1";1;1
"31";6;"consumption_good";"firm_1";"household_1";1;1
"32";6;"consumption_good";"firm_1";"household_0";1;1
"33";6;"labor";"household_0";"firm_0";1;1
"34";6;"labor";"household_1";"firm_1";1;1
"35";7;"intermediate_good";"firm_0";"firm_1";1;1
"36";7;"labor";"household_0";"firm_0";1;1
"37";7;"consumption_good";"firm_1";"household_1";1;1
"38";7;"consumption_good";"firm_1";"household_0";1;1
"39";7;"labor";"household_1";"firm_1";1;1
"40";8;"intermediate_good";"firm_0";"firm_1";1;1
"41";8;"consumption_good";"firm_1";"household_1";1;1
"42";8;"consumption_good";"firm_1";"household_0";1;1
"43";8;"labor";"household_0";"firm_0";1;1
"44";8;"labor";"household_1";"firm_1";1;1
"45";9;"intermediate_good";"firm_0";"firm_1";1;1
"46";9;"consumption_good";"firm_1";"household_1";1;1
"47";9;"consumption_good";"firm_1";"household_0";1;1
"48";9;"labor";"household_0";"firm_0";1;1
"49";9;"labor";"household_1";"firm_1";1;1
"50";10;"intermediate_good";"firm_0";"firm_1";1;1
"51";10;"labor";"household_0";"firm_0";1;1
"52";10;"consumption_good";"firm_1";"household_1";1;1
"53";10;"consumption_good";"firm_1";"household_0";1;1
"54";10;"labor";"household_1";"firm_1";1;1
"55";11;"labor";"household_0";"firm_0";1;1
"56";11;"intermediate_good";"firm_0";"firm_1";1;1
"57";11;"consumption_good";"firm_1";"household_1";1;1
"58";11;"consumption_good";"firm_1";"household_0";1;1
"59";11;"labor";"household_1";"firm_1";1;1
"60";12;"consumption_good";"firm_1";"household_1";1;1
"61";12;"consumption_good";"firm_1";"household_0";1;1
"62";12;"intermediate_good";"firm_0";"firm_1";1;1
"63";12;"labor";"household_1";"firm_1";1;1
