"";"round";"good";"seller";"buyer";"price";"quantity"
"1";0;"cookies";"quotebuy_1";"quotebuy_0";0,710626;2299,20668
"2";0;"cookies";"quotebuy_1";"quotebuy_0";0,832835;1806,568507
"3";0;"cookies";"quotebuy_1";"quotebuy_0";0,646472;2705,79742
"4";0;"cookies";"quotebuy_1";"quotebuy_0";0,797713;2280,60368
"5";0;"cookies";"quotebuy_1";"quotebuy_0";0,961088;1205,008201
"6";0;"cookies";"quotebuy_1";"quotebuy_0";0,950931;4755,688882
"7";0;"cookies";"quotebuy_1";"quotebuy_0";0,001596;4558,83645
"8";0;"cookies";"quotebuy_1";"quotebuy_0";0,298328;350,518685
"9";0;"cookies";"quotebuy_1";"quotebuy_0";0,963661;5272,478916
"10";0;"cookies";"quotebuy_1";"quotebuy_0";0,847586;79,442336
"11";0;"cookies";"quotebuy_1";"quotebuy_0";0,153687;948,706754
"12";0;"cookies";"quotebuy_1";"quotebuy_0";0,118019;4836,761478
"13";0;"cookies";"quotebuy_1";"quotebuy_0";0,582951;1678,583175
"14";0;"cookies";"quotebuy_1";"quotebuy_0";0,627966;3728,500089
"15";0;"cookies";"quotebuy_1";"quotebuy_0";0,007615;107,623316
"16";0;"cookies";"quotebuy_1";"quotebuy_0";0,397296;3925,811009
"17";0;"cookies";"quotebuy_1";"quotebuy_0";0,321171;564,904792
"18";0;"cookies";"quotebuy_1";"quotebuy_0";0,140902;2296,268583
"19";0;"cookies";"quotebuy_1";"quotebuy_0";0,973818;2756,904696
"20";0;"cookies";"quotebuy_1";"quotebuy_0";0,475496;1824,472301
"21";0;"cookies";"quotebuy_1";"quotebuy_0";0,521228;3942,874328
"22";0;"cookies";"quotebuy_1";"quotebuy_0";0,22116;5213,323715
"23";0;"cookies";"quotebuy_1";"quotebuy_0";0,004805;5377,973397
"24";0;"cookies";"quotebuy_1";"quotebuy_0";0,313771;994,625417
"25";0;"cookies";"quotebuy_1";"quotebuy_0";0,790953;3421,625706
"26";0;"cookies";"quotebuy_1";"quotebuy_0";0,905182;731,09432
"27";0;"cookies";"quotebuy_1";"quotebuy_0";0,375085;2686,139488
"28";0;"cookies";"quotebuy_1";"quotebuy_0";0,724091;3410,380683
"29";0;"cookies";"quotebuy_1";"quotebuy_0";0,377738;3233,783174
"30";0;"cookies";"quotebuy_1";"quotebuy_0";0,42208;1211,652621
"31";0;"cookies";"quotebuy_1";"quotebuy_0";0,323045;9483,003407
"32";0;"cookies";"quotebuy_1";"quotebuy_0";0,440637;5383,248594
"33";0;"cookies";"quotebuy_1";"quotebuy_0";0,827314;6294,409697
"34";0;"cookies";"quotebuy_1";"quotebuy_0";0,789825;939,621116
"35";0;"cookies";"quotebuy_1";"quotebuy_0";0,12384;1118,545482
"36";0;"cookies";"quotebuy_1";"quotebuy_0";0,938633;3480,187577
"37";0;"cookies";"quotebuy_1";"quotebuy_0";0,369304;6656,060456
"38";0;"cookies";"quotebuy_1";"quotebuy_0";0,391704;5799,860414
"39";0;"cookies";"quotebuy_1";"quotebuy_0";0,243718;976,212038
"40";0;"cookies";"quotebuy_1";"quotebuy_0";0,546822;2023,391117
"41";0;"cookies";"quotebuy_1";"quotebuy_0";0,445643;829,139463
"42";0;"cookies";"quotebuy_1";"quotebuy_0";0,763836;2235,517415
"43";0;"cookies";"quotebuy_1";"quotebuy_0";0,588187;648,407006
"44";0;"cookies";"quotebuy_1";"quotebuy_0";0,30469;2760,740794
"45";0;"cookies";"quotebuy_1";"quotebuy_0";0,500229;1525,369919
"46";0;"cookies";"quotebuy_1";"quotebuy_0";0,252857;369,887175
"47";0;"cookies";"quotebuy_1";"quotebuy_0";0,764769;628,927462
"48";0;"cookies";"quotebuy_1";"quotebuy_0";0,677006;345,658145
"49";0;"cookies";"quotebuy_1";"quotebuy_0";0,137758;6448,524941
"50";0;"cookies";"quotebuy_1";"quotebuy_0";0,18079;3272,705516
"51";0;"cookies";"quotebuy_1";"quotebuy_0";0,140051;4666,647645
"52";0;"cookies";"quotebuy_1";"quotebuy_0";0,19991;127,431159
"53";0;"cookies";"quotebuy_1";"quotebuy_0";0,229095;9985,900056
"54";0;"cookies";"quotebuy_1";"quotebuy_0";0,888099;2608,195596
"55";0;"cookies";"quotebuy_1";"quotebuy_0";0,863078;179,915495
"56";0;"cookies";"quotebuy_1";"quotebuy_0";0,048422;1648,250096
"57";0;"cookies";"quotebuy_1";"quotebuy_0";0,70996;418,359338
"58";0;"cookies";"quotebuy_1";"quotebuy_0";0,246601;6010,376838
"59";0;"cookies";"quotebuy_1";"quotebuy_0";0,086812;5908,162906
"60";0;"cookies";"quotebuy_1";"quotebuy_0";0,768506;163,27051
"61";0;"cookies";"quotebuy_1";"quotebuy_0";0,084256;4217,084927
"62";0;"cookies";"quotebuy_1";"quotebuy_0";0,037546;494,466488
"63";0;"cookies";"quotebuy_1";"quotebuy_0";0,183255;2196,631214
"64";0;"cookies";"quotebuy_1";"quotebuy_0";0,200103;4498,093577
"65";0;"cookies";"quotebuy_1";"quotebuy_0";0,436777;4807,187219
"66";0;"cookies";"quotebuy_1";"quotebuy_0";0,175104;6041,871172
"67";0;"cookies";"quotebuy_1";"quotebuy_0";0,820244;2468,631316
"68";0;"cookies";"quotebuy_1";"quotebuy_0";0,830494;712,75145
"69";0;"cookies";"quotebuy_1";"quotebuy_0";0,988097;3085,287146
"70";0;"cookies";"quotebuy_1";"quotebuy_0";0,464213;4925,942678
"71";0;"cookies";"quotebuy_1";"quotebuy_0";0,359723;978,57321
"72";0;"cookies";"quotebuy_1";"quotebuy_0";0,140436;8406,710539
"73";0;"cookies";"quotebuy_1";"quotebuy_0";0,953396;483,951566
"74";0;"cookies";"quotebuy_1";"quotebuy_0";0,726088;2447,956655
"75";0;"cookies";"quotebuy_1";"quotebuy_0";0,414349;3764,570699
"76";0;"cookies";"quotebuy_1";"quotebuy_0";0,529562;4493,525899
"77";0;"cookies";"quotebuy_1";"quotebuy_0";0,617323;5294,242301
"78";0;"cookies";"quotebuy_1";"quotebuy_0";0,094737;6805,412821
"79";0;"cookies";"quotebuy_1";"quotebuy_0";0,797213;3938,488009
"80";0;"cookies";"quotebuy_1";"quotebuy_0";0,077657;7606,595585
"81";0;"cookies";"quotebuy_1";"quotebuy_0";0,651381;1657,194728
"82";0;"cookies";"quotebuy_1";"quotebuy_0";0,268327;1122,527887
"83";0;"cookies";"quotebuy_1";"quotebuy_0";0,321224;6969,957869
"84";0;"cookies";"quotebuy_1";"quotebuy_0";0,063214;5487,90779
"85";0;"cookies";"quotebuy_1";"quotebuy_0";0,101397;9992,45631
"86";0;"cookies";"quotebuy_1";"quotebuy_0";0,584375;3168,633859
"87";0;"cookies";"quotebuy_1";"quotebuy_0";0,16688;302,266061
"88";0;"cookies";"quotebuy_1";"quotebuy_0";0,704456;7185,454929
"89";0;"cookies";"quotebuy_1";"quotebuy_0";0,131623;1024,939407
"90";0;"cookies";"quotebuy_1";"quotebuy_0";0,487363;9499,722133
"91";0;"cookies";"quotebuy_1";"quotebuy_0";0,25393;2444,720919
"92";0;"cookies";"quotebuy_1";"quotebuy_0";0,117599;7052,770643
"93";0;"cookies";"quotebuy_1";"quotebuy_0";0,651375;818,349194
"94";0;"cookies";"quotebuy_1";"quotebuy_0";0,8882;1464,877259
"95";0;"cookies";"quotebuy_1";"quotebuy_0";0,862856;2643,336235
"96";0;"cookies";"quotebuy_1";"quotebuy_0";0,869421;2264,027915
"97";0;"cookies";"quotebuy_1";"quotebuy_0";0,858999;3441,628648
"98";0;"cookies";"quotebuy_1";"quotebuy_0";0,303092;4829,916136
"99";0;"cookies";"quotebuy_1";"quotebuy_0";0,262544;262,868814
"100";0;"cookies";"quotebuy_1";"quotebuy_0";0,752827;274,743977
"101";0;"cookies";"quotebuy_1";"quotebuy_0";0,744578;660,315275
"102";0;"cookies";"quotebuy_1";"quotebuy_0";0,764984;1047,671171
"103";0;"cookies";"quotebuy_1";"quotebuy_0";0,098059;7992,724328
"104";0;"cookies";"quotebuy_1";"quotebuy_0";0,45973;301,021034
"105";0;"cookies";"quotebuy_1";"quotebuy_0";0,082394;7168,062643
"106";0;"cookies";"quotebuy_1";"quotebuy_0";0,479119;337,383571
"107";0;"cookies";"quotebuy_1";"quotebuy_0";0,82042;378,212155
"108";0;"cookies";"quotebuy_1";"quotebuy_0";0,239611;6294,854195
"109";0;"cookies";"quotebuy_1";"quotebuy_0";0,100087;1558,033384
"110";0;"cookies";"quotebuy_1";"quotebuy_0";0,876963;2880,213072
"111";0;"cookies";"quotebuy_1";"quotebuy_0";0,573864;2681,985129
"112";0;"cookies";"quotebuy_1";"quotebuy_0";0,641539;2438,884193
"113";0;"cookies";"quotebuy_1";"quotebuy_0";0,140091;8949,340165
"114";0;"cookies";"quotebuy_1";"quotebuy_0";0,582146;512,75512
"115";0;"cookies";"quotebuy_1";"quotebuy_0";0,210655;756,214662
"116";0;"cookies";"quotebuy_1";"quotebuy_0";0,187564;9771,413476
"117";0;"cookies";"quotebuy_1";"quotebuy_0";0,858167;2482,496882
"118";0;"cookies";"quotebuy_1";"quotebuy_0";0,208945;7006,376193
"119";0;"cookies";"quotebuy_1";"quotebuy_0";0,745716;1459,072088
"120";0;"cookies";"quotebuy_1";"quotebuy_0";0,051332;6422,314405
"121";0;"cookies";"quotebuy_1";"quotebuy_0";0,220255;5134,664779
"122";0;"cookies";"quotebuy_1";"quotebuy_0";0,657588;11,435263
"123";0;"cookies";"quotebuy_1";"quotebuy_0";0,633511;4593,508798
"124";0;"cookies";"quotebuy_1";"quotebuy_0";0,254982;823,086356
"125";0;"cookies";"quotebuy_1";"quotebuy_0";0,954679;3232,699845
"126";0;"cookies";"quotebuy_1";"quotebuy_0";0,320549;2668,096502
"127";0;"cookies";"quotebuy_1";"quotebuy_0";0,427946;4359,617904
"128";0;"cookies";"quotebuy_1";"quotebuy_0";0,915894;3203,270241
"129";0;"cookies";"quotebuy_1";"quotebuy_0";0,919925;5,368861
"130";0;"cookies";"quotebuy_1";"quotebuy_0";0,518635;1374,055553
"131";0;"cookies";"quotebuy_1";"quotebuy_0";0,752693;6790,686519
"132";0;"cookies";"quotebuy_1";"quotebuy_0";0,728877;756,560747
"133";0;"cookies";"quotebuy_1";"quotebuy_0";0,212205;5673,248544
"134";0;"cookies";"quotebuy_1";"quotebuy_0";0,721361;1352,683417
"135";0;"cookies";"quotebuy_1";"quotebuy_0";0,954307;1618,217044
"136";0;"cookies";"quotebuy_1";"quotebuy_0";0,259711;9498,178741
"137";0;"cookies";"quotebuy_1";"quotebuy_0";0,254916;1248,621144
"138";0;"cookies";"quotebuy_1";"quotebuy_0";0,701625;695,886325
"139";0;"cookies";"quotebuy_1";"quotebuy_0";0,923105;3246,853589
"140";0;"cookies";"quotebuy_1";"quotebuy_0";0,94509;4062,459752
"141";0;"cookies";"quotebuy_1";"quotebuy_0";0,83623;1142,02153
"142";0;"cookies";"quotebuy_1";"quotebuy_0";0,676627;504,978497
"143";0;"cookies";"quotebuy_1";"quotebuy_0";0,393168;277,297741
"144";0;"cookies";"quotebuy_1";"quotebuy_0";0,426708;59,887734
"145";0;"cookies";"quotebuy_1";"quotebuy_0";0,962677;4873,110772
"146";0;"cookies";"quotebuy_1";"quotebuy_0";0,998194;3610,249491
"147";0;"cookies";"quotebuy_1";"quotebuy_0";0,059823;4653,341034
"148";0;"cookies";"quotebuy_1";"quotebuy_0";0,622191;1006,080566
"149";0;"cookies";"quotebuy_1";"quotebuy_0";0,746644;5258,075596
"150";0;"cookies";"quotebuy_1";"quotebuy_0";0,258678;2687,856869
"151";0;"cookies";"quotebuy_1";"quotebuy_0";0,226997;7307,619163
"152";0;"cookies";"quotebuy_1";"quotebuy_0";0,10558;9072,536878
"153";0;"cookies";"quotebuy_1";"quotebuy_0";0,673401;1744,139258
"154";0;"cookies";"quotebuy_1";"quotebuy_0";0,393366;3958,855035
"155";0;"cookies";"quotebuy_1";"quotebuy_0";0,681642;3415,596151
"156";0;"cookies";"quotebuy_1";"quotebuy_0";0,867346;4122,557888
"157";0;"cookies";"quotebuy_1";"quotebuy_0";0,153624;3326,403187
"158";0;"cookies";"quotebuy_1";"quotebuy_0";0,288468;7131,22312
"159";0;"cookies";"quotebuy_1";"quotebuy_0";0,672148;3071,839833
"160";0;"cookies";"quotebuy_1";"quotebuy_0";0,640763;908,546764
"161";0;"cookies";"quotebuy_1";"quotebuy_0";0,974408;439,298253
"162";0;"cookies";"quotebuy_1";"quotebuy_0";0,810902;3835,75682
"163";0;"cookies";"quotebuy_1";"quotebuy_0";0,375524;3394,581763
"164";0;"cookies";"quotebuy_1";"quotebuy_0";0,161609;900,793788
"165";0;"cookies";"quotebuy_1";"quotebuy_0";0,765391;1694,667339
"166";0;"cookies";"quotebuy_1";"quotebuy_0";0,435047;3742,086093
"167";0;"cookies";"quotebuy_1";"quotebuy_0";0,619405;1553,76197
"168";0;"cookies";"quotebuy_1";"quotebuy_0";0,137517;5616,247293
"169";0;"cookies";"quotebuy_1";"quotebuy_0";0,679085;774,326466
"170";0;"cookies";"quotebuy_1";"quotebuy_0";0,055405;4440,490432
"171";0;"cookies";"quotebuy_1";"quotebuy_0";0,747629;2259,027166
"172";0;"cookies";"quotebuy_1";"quotebuy_0";0,011522;3938,888643
"173";0;"cookies";"quotebuy_1";"quotebuy_0";0,45634;6445,031122
"174";0;"cookies";"quotebuy_1";"quotebuy_0";0,345958;3475,516664
"175";0;"cookies";"quotebuy_1";"quotebuy_0";0,127828;652,54938
"176";0;"cookies";"quotebuy_1";"quotebuy_0";0,978922;1567,294244
"177";0;"cookies";"quotebuy_1";"quotebuy_0";0,046812;691,027311
"178";0;"cookies";"quotebuy_1";"quotebuy_0";0,113996;4196,959282
"179";0;"cookies";"quotebuy_1";"quotebuy_0";0,98362;546,98719
"180";0;"cookies";"quotebuy_1";"quotebuy_0";0,24181;1625,134491
"181";0;"cookies";"quotebuy_1";"quotebuy_0";0,08251;1335,277937
"182";0;"cookies";"quotebuy_1";"quotebuy_0";0,535114;5131,808055
"183";0;"cookies";"quotebuy_1";"quotebuy_0";0,515613;513,919381
"184";0;"cookies";"quotebuy_1";"quotebuy_0";0,064835;5640,772579
"185";0;"cookies";"quotebuy_1";"quotebuy_0";0,609257;897,785404
"186";0;"cookies";"quotebuy_1";"quotebuy_0";0,022647;3679,272538
"187";0;"cookies";"quotebuy_1";"quotebuy_0";0,045581;1274,299894
"188";0;"cookies";"quotebuy_1";"quotebuy_0";0,629733;1717,161106
"189";0;"cookies";"quotebuy_1";"quotebuy_0";0,184847;2031,434883
"190";0;"cookies";"quotebuy_1";"quotebuy_0";0,619161;7826,230588
"191";0;"cookies";"quotebuy_1";"quotebuy_0";0,914713;632,105418
"192";0;"cookies";"quotebuy_1";"quotebuy_0";0,024616;9451,972122
"193";0;"cookies";"quotebuy_1";"quotebuy_0";0,589187;192,397309
"194";0;"cookies";"quotebuy_1";"quotebuy_0";0,808704;118,317569
"195";0;"cookies";"quotebuy_1";"quotebuy_0";0,781029;1986,658758
"196";0;"cookies";"quotebuy_1";"quotebuy_0";0,390767;5059,34156
"197";0;"cookies";"quotebuy_1";"quotebuy_0";0,900714;323,192363
"198";0;"cookies";"quotebuy_1";"quotebuy_0";0,838027;1986,145925
"199";0;"cookies";"quotebuy_1";"quotebuy_0";0,467135;2298,792854
"200";0;"cookies";"quotebuy_1";"quotebuy_0";0,474573;3758,775102
"201";0;"cookies";"quotebuy_1";"quotebuy_0";0,911384;1023,129515
"202";0;"cookies";"quotebuy_1";"quotebuy_0";0,119867;527,081204
"203";0;"cookies";"quotebuy_1";"quotebuy_0";0,259025;1277,480542
"204";0;"cookies";"quotebuy_1";"quotebuy_0";0,949991;618,823976
"205";0;"cookies";"quotebuy_1";"quotebuy_0";0,350934;642,658158
"206";0;"cookies";"quotebuy_1";"quotebuy_0";0,080741;5083,84338
"207";0;"cookies";"quotebuy_1";"quotebuy_0";0,952709;2386,060872
"208";0;"cookies";"quotebuy_1";"quotebuy_0";0,891433;132,004496
"209";0;"cookies";"quotebuy_1";"quotebuy_0";0,500014;4050,296001
"210";0;"cookies";"quotebuy_1";"quotebuy_0";0,152399;3944,96657
"211";0;"cookies";"quotebuy_1";"quotebuy_0";0,521862;5120,362773
"212";0;"cookies";"quotebuy_1";"quotebuy_0";0,03384;1908,680811
"213";0;"cookies";"quotebuy_1";"quotebuy_0";0,979941;267,588696
"214";0;"cookies";"quotebuy_1";"quotebuy_0";0,416087;1489,129396
"215";0;"cookies";"quotebuy_1";"quotebuy_0";0,273012;7230,214921
"216";0;"cookies";"quotebuy_1";"quotebuy_0";0,106898;385,373761
"217";0;"cookies";"quotebuy_1";"quotebuy_0";0,402154;5022,348372
"218";0;"cookies";"quotebuy_1";"quotebuy_0";0,529553;5717,980423
"219";0;"cookies";"quotebuy_1";"quotebuy_0";0,381569;477,615837
"220";0;"cookies";"quotebuy_1";"quotebuy_0";0,123473;191,930649
"221";0;"cookies";"quotebuy_1";"quotebuy_0";0,631785;5360,045031
"222";0;"cookies";"quotebuy_1";"quotebuy_0";0,086013;2542,007456
"223";0;"cookies";"quotebuy_1";"quotebuy_0";0,096101;8511,423105
"224";0;"cookies";"quotebuy_1";"quotebuy_0";0,17601;1118,540274
"225";0;"cookies";"quotebuy_1";"quotebuy_0";0,925835;1117,627382
"226";0;"cookies";"quotebuy_1";"quotebuy_0";0,960118;17,252231
"227";0;"cookies";"quotebuy_1";"quotebuy_0";0,498264;1043,043106
"228";0;"cookies";"quotebuy_1";"quotebuy_0";0,310128;2793,82827
"229";0;"cookies";"quotebuy_1";"quotebuy_0";0,657916;3445,699346
"230";0;"cookies";"quotebuy_1";"quotebuy_0";0,476723;3222,498622
"231";0;"cookies";"quotebuy_1";"quotebuy_0";0,040459;3674,128962
"232";0;"cookies";"quotebuy_1";"quotebuy_0";0,492414;1921,077504
"233";0;"cookies";"quotebuy_1";"quotebuy_0";0,951827;539,971242
"234";0;"cookies";"quotebuy_1";"quotebuy_0";0,1571;5906,634334
"235";0;"cookies";"quotebuy_1";"quotebuy_0";0,584297;1325,186707
"236";0;"cookies";"quotebuy_1";"quotebuy_0";0,571956;5200,69996
"237";0;"cookies";"quotebuy_1";"quotebuy_0";0,830903;1704,656772
"238";0;"cookies";"quotebuy_1";"quotebuy_0";0,517234;1200,207511
"239";0;"cookies";"quotebuy_1";"quotebuy_0";0,544053;141,43906
"240";0;"cookies";"quotebuy_1";"quotebuy_0";0,893895;525,981409
"241";0;"cookies";"quotebuy_1";"quotebuy_0";0,706885;161,044911
"242";0;"cookies";"quotebuy_1";"quotebuy_0";0,730262;1120,364275
"243";0;"cookies";"quotebuy_1";"quotebuy_0";0,443924;6032,952096
"244";0;"cookies";"quotebuy_1";"quotebuy_0";0,417177;3519,307674
"245";0;"cookies";"quotebuy_1";"quotebuy_0";0,596909;5307,966828
"246";0;"cookies";"quotebuy_1";"quotebuy_0";0,667108;3519,963532
"247";0;"cookies";"quotebuy_1";"quotebuy_0";0,14077;5227,480993
"248";0;"cookies";"quotebuy_1";"quotebuy_0";0,499923;9500,216201
"249";0;"cookies";"quotebuy_1";"quotebuy_0";0,666042;6011,421471
"250";0;"cookies";"quotebuy_1";"quotebuy_0";0,447184;919,256609
"251";0;"cookies";"quotebuy_1";"quotebuy_0";0,580178;4217,877442
"252";0;"cookies";"quotebuy_1";"quotebuy_0";0,860755;747,447562
"253";0;"cookies";"quotebuy_1";"quotebuy_0";0,353135;2328,604886
"254";0;"cookies";"quotebuy_1";"quotebuy_0";0,327022;3452,311169
"255";0;"cookies";"quotebuy_1";"quotebuy_0";0,826521;1986,388473
"256";0;"cookies";"quotebuy_1";"quotebuy_0";0,680786;3127,120701
"257";0;"cookies";"quotebuy_1";"quotebuy_0";0,208832;6006,868524
"258";0;"cookies";"quotebuy_1";"quotebuy_0";0,574254;6403,986377
"259";0;"cookies";"quotebuy_1";"quotebuy_0";0,300861;4261,408884
"260";0;"cookies";"quotebuy_1";"quotebuy_0";0,663119;4188,935699
"261";0;"cookies";"quotebuy_1";"quotebuy_0";0,455085;3312,217555
